complex_id,source_complex_id,appendix_file,appendix_source_sha256,level,module,complex_title,ai_relevance,ai_targets,reusable_ai_primitive,qenn_use,pgqenn_use,soinets_use,verification_status,integration_status
duality_completion_and_countable_realization_of_the_continuum_power_set_coding_inverse_limits_and_de,duality_completion_and_countable_realization_of_the_continuum_power_set_coding_inverse_limits_and_de,appendix_tne_foundational_closure_architecture.tex,5e459eed3eca36d1342bc879fc8ac3962f3c801bfd1aab733f3db081a7ed0c69,A,uncountable_infinity,"Duality Completion and Countable Realization of the Continuum: Power-Set Coding, Inverse Limits, and Dense Countable Skeletons",medium,"PGQENN,SOInets",dual-channel encoding and sign-equivariant weight tying; multi-scale capacity/shell routing and spectrum allocation,use as a typed theorem-contract diagnostic only,2-adic/parity address and typed arithmetic constraint; dual/sign-equivariant edge and node update,multi-shell capacity routing and task-spectrum allocation,appendix_labels_verified,planned
complete_boolean_algebra_missing_complements_and_generated_completion,complete_boolean_algebra_missing_complements_and_generated_completion,appendix_tne_foundational_closure_architecture.tex,5e459eed3eca36d1342bc879fc8ac3962f3c801bfd1aab733f3db081a7ed0c69,A,uncountable_infinity,"Complete Boolean Algebra, Missing Complements, and Generated Completion",low,"PGQENN,SOInets",multi-scale capacity/shell routing and spectrum allocation; typed neural arithmetic/graph-growth primitive,use as a typed theorem-contract diagnostic only,2-adic/parity address and typed arithmetic constraint,multi-shell capacity routing and task-spectrum allocation,appendix_labels_verified,planned
operational_coarse_graining_and_persistence_of_unresolved_distinctions,operational_coarse_graining_and_persistence_of_unresolved_distinctions,appendix_tne_foundational_closure_architecture.tex,5e459eed3eca36d1342bc879fc8ac3962f3c801bfd1aab733f3db081a7ed0c69,A,uncountable_infinity,Operational Coarse-Graining and Persistence of Unresolved Distinctions,low,"PGQENN,SOInets",multi-scale capacity/shell routing and spectrum allocation; typed neural arithmetic/graph-growth primitive,use as a typed theorem-contract diagnostic only,2-adic/parity address and typed arithmetic constraint,multi-shell capacity routing and task-spectrum allocation,appendix_labels_verified,planned
2_adic_coded_continuum_coverage_and_singleton_collapse,2_adic_coded_continuum_coverage_and_singleton_collapse,appendix_tne_foundational_closure_architecture.tex,5e459eed3eca36d1342bc879fc8ac3962f3c801bfd1aab733f3db081a7ed0c69,A,uncountable_infinity,2-Adic-Coded Continuum Coverage and Singleton Collapse,medium,"QENN,PGQENN,SOInets","involutive/reversible state update and parity clock; multi-scale capacity/shell routing and spectrum allocation; attention/readout projection, confidence gate, and collapse status",projection readout and calibrated collapse gate,2-adic/parity address and typed arithmetic constraint,multi-shell capacity routing and task-spectrum allocation; cross-network observation/collapse and accessibility gate,appendix_labels_verified,planned
dual_realizability_invariant_closure_and_defect_repair,dual_realizability_invariant_closure_and_defect_repair,appendix_tne_foundational_closure_architecture.tex,5e459eed3eca36d1342bc879fc8ac3962f3c801bfd1aab733f3db081a7ed0c69,A,uncountable_infinity,"Dual Realizability, Invariant Closure, and Defect Repair",medium,"QENN,PGQENN,SOInets","dual-channel encoding and sign-equivariant weight tying; multi-scale capacity/shell routing and spectrum allocation; non-cancelling residual, self-audit certificate, and fail-closed training objective",non-cancelling closure residual in the training objective,2-adic/parity address and typed arithmetic constraint; growth-step closure certificate and source-removal ablation,multi-shell capacity routing and task-spectrum allocation; meta-closure auditor across subnets/modalities,appendix_labels_verified,planned
binary_supported_continuous_superposition_and_atom_phase_translation,binary_supported_continuous_superposition_and_atom_phase_translation,appendix_tne_foundational_closure_architecture.tex,5e459eed3eca36d1342bc879fc8ac3962f3c801bfd1aab733f3db081a7ed0c69,B,uncountable_infinity,Binary-Supported Continuous Superposition and Atom-Phase Translation,medium,"PGQENN,SOInets",involutive/reversible state update and parity clock; multi-scale capacity/shell routing and spectrum allocation,reversible/alternating hidden-state gate,2-adic/parity address and typed arithmetic constraint,multi-shell capacity routing and task-spectrum allocation,appendix_labels_verified,planned
prefix_tree_dense_reconstruction,prefix_tree_dense_reconstruction,appendix_tne_foundational_closure_architecture.tex,5e459eed3eca36d1342bc879fc8ac3962f3c801bfd1aab733f3db081a7ed0c69,B,uncountable_infinity,Prefix-Tree Dense Reconstruction,medium,"PGQENN,SOInets",multi-scale capacity/shell routing and spectrum allocation,use as a typed theorem-contract diagnostic only,2-adic/parity address and typed arithmetic constraint,multi-shell capacity routing and task-spectrum allocation,appendix_labels_verified,planned
complement_invariant_fractal_skeleton_completion,complement_invariant_fractal_skeleton_completion,appendix_tne_foundational_closure_architecture.tex,5e459eed3eca36d1342bc879fc8ac3962f3c801bfd1aab733f3db081a7ed0c69,B,uncountable_infinity,Complement-Invariant Fractal Skeleton Completion,medium,"PGQENN,SOInets",multi-scale capacity/shell routing and spectrum allocation,use as a typed theorem-contract diagnostic only,2-adic/parity address and typed arithmetic constraint,multi-shell capacity routing and task-spectrum allocation,appendix_labels_verified,planned
boolean_decision_extension_consensus,boolean_decision_extension_consensus,appendix_tne_foundational_closure_architecture.tex,5e459eed3eca36d1342bc879fc8ac3962f3c801bfd1aab733f3db081a7ed0c69,B,uncountable_infinity,Boolean Decision–Extension Consensus,medium,"PGQENN,SOInets",multi-scale capacity/shell routing and spectrum allocation,use as a typed theorem-contract diagnostic only,2-adic/parity address and typed arithmetic constraint,multi-shell capacity routing and task-spectrum allocation,appendix_labels_verified,planned
2_adic_canonical_domain_repair_and_euclidean_coverage_dualization,2_adic_canonical_domain_repair_and_euclidean_coverage_dualization,appendix_tne_foundational_closure_architecture.tex,5e459eed3eca36d1342bc879fc8ac3962f3c801bfd1aab733f3db081a7ed0c69,B,uncountable_infinity,2-Adic Canonical-Domain Repair and Euclidean Coverage Dualization,high,"PGQENN,SOInets",involutive/reversible state update and parity clock; dual-channel encoding and sign-equivariant weight tying; multi-scale capacity/shell routing and spectrum allocation,use as a typed theorem-contract diagnostic only,2-adic/parity address and typed arithmetic constraint,multi-shell capacity routing and task-spectrum allocation,appendix_labels_verified,planned
end_compactified_additive_continuum_field,end_compactified_additive_continuum_field,appendix_tne_foundational_closure_architecture.tex,5e459eed3eca36d1342bc879fc8ac3962f3c801bfd1aab733f3db081a7ed0c69,C,uncountable_infinity,End-Compactified Additive Continuum Field,medium,"PGQENN,SOInets",locality-aware graph/spatial operator and boundary gate; multi-scale capacity/shell routing and spectrum allocation,use as a typed theorem-contract diagnostic only,2-adic/parity address and typed arithmetic constraint,multi-shell capacity routing and task-spectrum allocation; network-of-networks spatial coupling and locality constraint,appendix_labels_verified,planned
decision_weighted_complex_coverage_and_dual_repair_field,decision_weighted_complex_coverage_and_dual_repair_field,appendix_tne_foundational_closure_architecture.tex,5e459eed3eca36d1342bc879fc8ac3962f3c801bfd1aab733f3db081a7ed0c69,C,uncountable_infinity,Decision-Weighted Complex Coverage and Dual-Repair Field,medium,"PGQENN,SOInets",dual-channel encoding and sign-equivariant weight tying; locality-aware graph/spatial operator and boundary gate; multi-scale capacity/shell routing and spectrum allocation,use as a typed theorem-contract diagnostic only,2-adic/parity address and typed arithmetic constraint,multi-shell capacity routing and task-spectrum allocation; network-of-networks spatial coupling and locality constraint,appendix_labels_verified,planned
spectrum_normalization_and_normalization_obstruction,spectrum_normalization_and_normalization_obstruction,appendix_tne_foundational_closure_architecture.tex,5e459eed3eca36d1342bc879fc8ac3962f3c801bfd1aab733f3db081a7ed0c69,A,spectrum_of_infinities,Spectrum Normalization and Normalization Obstruction,medium,"PGQENN,SOInets","multi-scale capacity/shell routing and spectrum allocation; non-cancelling residual, self-audit certificate, and fail-closed training objective",non-cancelling closure residual in the training objective,use as a typed theorem-contract diagnostic only,multi-shell capacity routing and task-spectrum allocation,appendix_labels_verified,planned
spectrum_dfi_duality_and_dfi_divergence,spectrum_dfi_duality_and_dfi_divergence,appendix_tne_foundational_closure_architecture.tex,5e459eed3eca36d1342bc879fc8ac3962f3c801bfd1aab733f3db081a7ed0c69,A,spectrum_of_infinities,Spectrum–DFI Duality and DFI Divergence,high,"QENN,PGQENN,SOInets",dual-channel encoding and sign-equivariant weight tying; multi-scale capacity/shell routing and spectrum allocation; entropy-feedback metric and instability regularizer,entropy-feedback loss and adaptive update diagnostic,dual/sign-equivariant edge and node update; entropy-weighted edge/growth modulation,multi-shell capacity routing and task-spectrum allocation; per-shell entropy/gain controller,appendix_labels_verified,planned
measurable_decomposition_and_non_measurable_obstruction,measurable_decomposition_and_non_measurable_obstruction,appendix_tne_foundational_closure_architecture.tex,5e459eed3eca36d1342bc879fc8ac3962f3c801bfd1aab733f3db081a7ed0c69,A,spectrum_of_infinities,Measurable Decomposition and Non-Measurable Obstruction,medium,"PGQENN,SOInets","multi-scale capacity/shell routing and spectrum allocation; non-cancelling residual, self-audit certificate, and fail-closed training objective",non-cancelling closure residual in the training objective,use as a typed theorem-contract diagnostic only,multi-shell capacity routing and task-spectrum allocation,appendix_labels_verified,planned
completeness_and_incompleteness_of_the_soi_l_p_structure,completeness_and_incompleteness_of_the_soi_l_p_structure,appendix_tne_foundational_closure_architecture.tex,5e459eed3eca36d1342bc879fc8ac3962f3c801bfd1aab733f3db081a7ed0c69,A,spectrum_of_infinities,Completeness and Incompleteness of the SOI L^p Structure,medium,"QENN,PGQENN,SOInets","multi-scale capacity/shell routing and spectrum allocation; non-cancelling residual, self-audit certificate, and fail-closed training objective",non-cancelling closure residual in the training objective,growth-step closure certificate and source-removal ablation,multi-shell capacity routing and task-spectrum allocation; meta-closure auditor across subnets/modalities,appendix_labels_verified,planned
entropy_density_mapping_and_entropy_divergence,entropy_density_mapping_and_entropy_divergence,appendix_tne_foundational_closure_architecture.tex,5e459eed3eca36d1342bc879fc8ac3962f3c801bfd1aab733f3db081a7ed0c69,A,spectrum_of_infinities,Entropy-Density Mapping and Entropy Divergence,medium,"QENN,PGQENN,SOInets",multi-scale capacity/shell routing and spectrum allocation; entropy-feedback metric and instability regularizer,entropy-feedback loss and adaptive update diagnostic,entropy-weighted edge/growth modulation,multi-shell capacity routing and task-spectrum allocation; per-shell entropy/gain controller,appendix_labels_verified,planned
finitizable_infinity_and_the_non_finitization_boundary,finitizable_infinity_and_the_non_finitization_boundary,appendix_tne_foundational_closure_architecture.tex,5e459eed3eca36d1342bc879fc8ac3962f3c801bfd1aab733f3db081a7ed0c69,A,spectrum_of_infinities,Finitizable Infinity and the Non-Finitization Boundary,medium,"PGQENN,SOInets",multi-scale capacity/shell routing and spectrum allocation,use as a typed theorem-contract diagnostic only,use as a typed theorem-contract diagnostic only,multi-shell capacity routing and task-spectrum allocation,appendix_labels_verified,planned
dual_realizability_and_the_missing_dual_defect,dual_realizability_and_the_missing_dual_defect,appendix_tne_foundational_closure_architecture.tex,5e459eed3eca36d1342bc879fc8ac3962f3c801bfd1aab733f3db081a7ed0c69,A,spectrum_of_infinities,Dual Realizability and the Missing-Dual Defect,medium,"PGQENN,SOInets",dual-channel encoding and sign-equivariant weight tying; multi-scale capacity/shell routing and spectrum allocation,use as a typed theorem-contract diagnostic only,use as a typed theorem-contract diagnostic only,multi-shell capacity routing and task-spectrum allocation,appendix_labels_verified,planned
